Fecha,Evento,Inversión ($),Cuota,Resultado,Balance
2026-04-10 15:59,Mercado Detectado,2.5,0.5,PENDIENTE,0
2026-04-10 15:59,Mercado Detectado,2.5,0.5,PENDIENTE,0
2026-04-10 16:00,Mercado Detectado,2.5,0.5,PENDIENTE,0
2026-04-10 16:00,Mercado Detectado,2.5,0.5,PENDIENTE,0
